ActivityStartDate,MonitoringLocationIdentifier,CharacteristicName,ResultMeasureValue,AU,Impaired,Segment,TMDL,geometry,USGSSite_No,Flow
2015-07-07,TCEQMAIN-16667,Escherichia coli,520,1006D_01,Y,1006D,1,"c(-95.2705, 29.8416)",NA,NA
2012-12-11,TCEQMAIN-17679,Escherichia coli,32,0841K_01,Y,0841K,1,"c(-96.9853, 32.6923)",NA,NA
2016-03-23,TCEQMAIN-11125,Escherichia coli,200,1016A_03,Y,1016A,1,"c(-95.2341, 29.9339)",USGS-08076180,15
2018-02-15,TCEQMAIN-15346,Escherichia coli,450,0607B_01,N,0607B,0,"c(-94.3892, 30.1893)",NA,NA
2015-03-30,TCEQMAIN-15852,Escherichia coli,1200,1007B_01,Y,1007B,1,"c(-95.5519, 29.6896)",NA,NA
2012-05-01,TCEQMAIN-11132,Escherichia coli,780,1007_02,N,1007,0,"c(-95.289, 29.6739)",USGS-08075500,NA
2012-06-05,TCEQMAIN-10717,Escherichia coli,64,0804G_01,Y,0804G,0,"c(-95.8809, 31.92)",NA,NA
2016-08-31,TCEQMAIN-12879,Escherichia coli,2400,1911_01,N,1911,1,"c(-98.0644, 28.9515)",USGS-08183500,1110
2016-01-19,TCEQMAIN-15817,Escherichia coli,23,2304_01,Y,2304,0,"c(-99.4536, 27.265)",NA,NA
2018-11-06,TCEQMAIN-12909,Escherichia coli,730,1911_09,Y,1911,1,"c(-98.4759, 29.4562)",USGS-08177700,0.44
2019-01-14,TCEQMAIN-20844,Escherichia coli,400,0612E_01,N,0612E,0,"c(-94.2895, 31.566)",NA,NA
2018-03-12,TCEQMAIN-18003,Escherichia coli,40,1226_03,N,1226,0,"c(-97.7579, 31.9903)",NA,NA
2018-02-22,TCEQMAIN-20743,Escherichia coli,41,1804C_01,N,1804C,0,"c(-97.9908, 29.6765)",NA,NA
2014-08-18,TCEQMAIN-11331,Escherichia coli,41,1009_03,Y,1009,1,"c(-95.5703, 29.9856)",NA,NA
2016-04-13,TCEQMAIN-15250,Escherichia coli,380,1217B_01,N,1217B,0,"c(-98.0507, 31.0854)",NA,NA
2013-02-25,TCEQMAIN-17486,Escherichia coli,86,1113E_01,Y,1113E,1,"c(-95.0765, 29.6591)",NA,NA
2014-08-06,TCEQMAIN-12881,Escherichia coli,58,1911_03,Y,1911,1,"c(-98.1741, 29.1102)",USGS-08183200,105
2012-01-23,TCEQMAIN-18766,Escherichia coli,11,1232_02,N,1232,0,"c(-99.3777, 33.0416)",NA,NA
2016-04-11,TCEQMAIN-12590,Escherichia coli,55,1803_04,N,1803,0,"c(-97.1382, 28.8972)",NA,NA
2018-02-08,TCEQMAIN-16479,Escherichia coli,9800,1007_04,N,1007,0,"c(-95.3168, 29.7097)",NA,NA
2015-01-06,TCEQMAIN-17166,Escherichia coli,2100,0822A_02,Y,0822A,1,"c(-96.9773, 32.8648)",NA,NA
2017-08-10,TCEQMAIN-13778,Escherichia coli,980,1016_02,Y,1016,1,"c(-95.4145, 29.9551)",USGS-08075900,95.4
2013-12-16,TCEQMAIN-18447,Escherichia coli,28,1905A_01,N,1905A,0,"c(-99.28, 29.8543)",NA,NA
2012-03-14,TCEQMAIN-12881,Escherichia coli,440,1911_03,Y,1911,1,"c(-98.1741, 29.1102)",USGS-08183200,416
2017-04-10,TCEQMAIN-12358,Escherichia coli,120,1410_03,N,1410,0,"c(-99.1622, 31.4679)",NA,NA
2016-01-05,TCEQMAIN-10321,Escherichia coli,150,0407_02,N,0407,0,"c(-94.2812, 32.9248)",NA,NA
2012-06-05,TCEQMAIN-17487,Escherichia coli,200,1113D_01,Y,1113D,1,"c(-95.1061, 29.6614)",NA,NA
2012-05-03,TCEQMAIN-12790,Escherichia coli,28,1901_01,N,1901,1,"c(-97.214, 28.6132)",NA,NA
2018-04-10,TCEQMAIN-12102,Escherichia coli,57,1248_01,N,1248,0,"c(-97.5847, 30.6458)",NA,NA
2017-01-24,TCEQMAIN-16594,Escherichia coli,24000,1017A_01,Y,1017A,1,"c(-95.4765, 29.8267)",USGS-08074250,NA
2016-02-15,TCEQMAIN-17493,Escherichia coli,3100,1014H_01,Y,1014H,1,"c(-95.6929, 29.801)",NA,NA
2015-04-13,TCEQMAIN-11389,Escherichia coli,14000,1017_04,Y,1017,1,"c(-95.4092, 29.7796)",USGS-08074500,362
2014-12-16,TCEQMAIN-10938,Escherichia coli,20,0806_01,N,0806,0,"c(-97.2889, 32.7523)",USGS-08048543,22.4
2015-05-18,TCEQMAIN-18865,Escherichia coli,2400,1911_09,Y,1911,1,"c(-98.4878, 29.4317)",USGS-08177700,5.59
2013-10-30,TCEQMAIN-17683,Escherichia coli,820,0841V_01,Y,0841V,1,"c(-97.0006, 32.741)",NA,NA
2012-07-31,TCEQMAIN-13276,Escherichia coli,41,2314_01,Y,2314,0,"c(-106.6066, 31.9686)",NA,NA
2013-01-22,TCEQMAIN-12672,Escherichia coli,52,1814_03,N,1814,0,"c(-97.932, 29.8752)",USGS-08170500,121
2015-11-16,TCEQMAIN-12400,Escherichia coli,280,1420_01,N,1420,0,"c(-99.1305, 31.9731)",USGS-08140700,NA
2012-01-11,TCEQMAIN-20309,Escherichia coli,25,1250_01,N,1250,0,"c(-97.7343, 30.6198)",USGS-08104900,2.52
2012-05-10,TCEQMAIN-15846,Escherichia coli,690,1014_01,Y,1014,1,"c(-95.5309, 29.747)",USGS-08073700,82.1
2016-08-03,TCEQMAIN-11938,Escherichia coli,100,1223_01,Y,1223,0,"c(-98.5337, 32.1734)",USGS-08099100,0.06
2012-10-02,TCEQMAIN-11467,Escherichia coli,150,1104_02,Y,1104,1,"c(-95.1701, 29.4359)",NA,NA
2013-03-05,TCEQMAIN-11963,Escherichia coli,75,1255_01,Y,1255,0,"c(-98.184, 32.1931)",NA,NA
2012-02-13,TCEQMAIN-17406,Escherichia coli,320,1810_03,Y,1810,0,"c(-97.7982, 29.9603)",NA,NA
2013-11-26,TCEQMAIN-11371,Escherichia coli,11000,1016_02,Y,1016,1,"c(-95.3067, 29.9183)",USGS-08076000,735
2016-12-07,TCEQMAIN-12897,Escherichia coli,980,1911_07,N,1911,1,"c(-98.4489, 29.3195)",USGS-08178565,152
2017-01-18,TCEQMAIN-12879,Escherichia coli,2400,1911_01,N,1911,1,"c(-98.0644, 28.9515)",USGS-08183500,1680
2014-11-18,TCEQMAIN-12965,Escherichia coli,17,2102_02,N,2102,0,"c(-97.8608, 28.0382)",USGS-08211000,87.3
2015-07-07,TCEQMAIN-11127,Escherichia coli,340,1006D_01,Y,1006D,1,"c(-95.2844, 29.8498)",NA,NA
2014-06-09,TCEQMAIN-15082,Escherichia coli,490,1811_02,N,1811,0,"c(-98.1339, 29.7097)",USGS-08168913,46.6
2014-09-02,TCEQMAIN-12596,Escherichia coli,31,1804_04,N,1804,0,"c(-98.079, 29.673)",NA,NA
2015-09-09,TCEQMAIN-12904,Escherichia coli,690,1911_09,Y,1911,1,"c(-98.4953, 29.4103)",USGS-08178000,26.6
2014-09-16,TCEQMAIN-12115,Escherichia coli,45,1250_01,N,1250,0,"c(-97.6907, 30.626)",USGS-08104900,0.29
2013-03-05,TCEQMAIN-21172,Escherichia coli,820,0214F_01,Y,0214F,0,"c(-98.6838, 33.9366)",NA,NA
2013-09-16,TCEQMAIN-15059,Escherichia coli,290,0201D_01,N,0201D,0,"c(-94.1377, 33.5105)",NA,NA
2017-03-14,TCEQMAIN-15111,Escherichia coli,22,1806_07,N,1806,1,"c(-99.2263, 30.0675)",NA,NA
2019-10-23,TCEQMAIN-10635,Escherichia coli,390,0611_04,Y,0611,0,"c(-94.8727, 31.9823)",NA,NA
2016-09-27,TCEQMAIN-13230,Escherichia coli,430,2307_01,N,2307,0,"c(-104.4521, 29.6037)",USGS-08371500,NA
2012-12-18,TCEQMAIN-11888,Escherichia coli,180,1213_01,N,1213,0,"c(-96.9473, 30.8358)",USGS-08106500,98
2015-08-12,TCEQMAIN-17066,Escherichia coli,730,1911_08,Y,1911,1,"c(-98.4895, 29.3799)",NA,NA
2014-07-28,TCEQMAIN-12032,Escherichia coli,3,1242_04,N,1242,0,"c(-96.825, 31.1339)",USGS-08098290,104
2012-07-18,TCEQMAIN-17067,Escherichia coli,46,0604_03,N,0604,0,"c(-94.9663, 31.3965)",USGS-08032700,NA
2012-10-17,TCEQMAIN-12879,Escherichia coli,28,1911_01,N,1911,1,"c(-98.0644, 28.9515)",USGS-08183500,174
2012-07-17,TCEQMAIN-15873,Escherichia coli,12000,1007R_03,Y,1007R,1,"c(-95.317, 29.8079)",USGS-08075763,23.7
2015-05-21,TCEQMAIN-18827,Escherichia coli,2000,1218_02,Y,1218,0,"c(-97.6879, 31.1035)",NA,NA
2013-03-11,TCEQMAIN-20801,Escherichia coli,24,0229_02,N,0229,0,"c(-101.7478, 35.0486)",NA,NA
2014-05-06,TCEQMAIN-12616,Escherichia coli,54,1806_05,N,1806,1,"c(-99.1376, 30.0354)",NA,NA
2014-11-18,TCEQMAIN-12126,Escherichia coli,14,1253_01,N,1253,0,"c(-96.4505, 31.5122)",NA,NA
2012-02-01,TCEQMAIN-13543,Escherichia coli,120,1206_01,N,1206,0,"c(-97.9257, 32.6158)",USGS-08090800,580
2017-08-23,TCEQMAIN-12068,Escherichia coli,140,1244_04,N,1244,0,"c(-97.6889, 30.5128)",USGS-08105883,17.9
2014-08-28,TCEQMAIN-15817,Escherichia coli,3,2304_01,Y,2304,0,"c(-99.4536, 27.265)",NA,NA
2012-06-18,TCEQMAIN-12916,Escherichia coli,83,1912_01,Y,1912,0,"c(-98.6214, 29.2878)",NA,NA
2018-03-28,TCEQMAIN-14211,Escherichia coli,290,1902_02,Y,1902,0,"c(-97.919, 29.017)",USGS-08186000,44.3
2018-08-01,TCEQMAIN-11489,Escherichia coli,1800,1110_01,Y,1110,0,"c(-95.4814, 29.1256)",NA,NA
2017-03-08,TCEQMAIN-11314,Escherichia coli,5500,1008_02,Y,1008,1,"c(-95.6458, 30.1189)",USGS-08068275,95.7
2016-11-14,TCEQMAIN-17976,Escherichia coli,52,1007D_01,Y,1007D,1,"c(-95.465, 29.6198)",NA,NA
2014-01-08,TCEQMAIN-17494,Escherichia coli,120,1014L_01,Y,1014L,1,"c(-95.7317, 29.7706)",NA,NA
2018-03-14,TCEQMAIN-15085,Escherichia coli,68,1911_09,Y,1911,1,"c(-98.4824, 29.4408)",USGS-08177700,0.97
2013-06-26,TCEQMAIN-13202,Escherichia coli,25,2304_04,N,2304,0,"c(-99.5239, 27.5231)",NA,NA
2017-12-13,TCEQMAIN-10340,Escherichia coli,23,0503_02,N,0503,0,"c(-93.509, 30.8683)",NA,NA
2017-06-07,TCEQMAIN-14211,Escherichia coli,410,1902_02,Y,1902,0,"c(-97.919, 29.017)",USGS-08186000,44.4
2016-01-04,TCEQMAIN-13700,Escherichia coli,120,1806_01,N,1806,1,"c(-98.3836, 29.8607)",USGS-08167500,355
2017-06-19,TCEQMAIN-16649,Escherichia coli,52,1007O_01,Y,1007O,1,"c(-95.3223, 29.7652)",NA,NA
2017-07-17,TCEQMAIN-15847,Escherichia coli,310,1014K_01,Y,1014K,1,"c(-95.618, 29.7772)",USGS-08073500,241
2014-07-07,TCEQMAIN-11826,Escherichia coli,47,1226D_01,N,1226D,0,"c(-97.5353, 31.6935)",NA,NA
2017-06-20,TCEQMAIN-15781,Escherichia coli,57,1217B_01,N,1217B,0,"c(-98.1353, 31.0709)",NA,NA
2012-09-19,TCEQMAIN-14211,Escherichia coli,870,1902_02,Y,1902,0,"c(-97.919, 29.017)",USGS-08186000,207
2015-02-10,TCEQMAIN-11934,Escherichia coli,55,1221_07,N,1221,0,"c(-98.4593, 31.9578)",USGS-08099400,NA
2017-03-07,TCEQMAIN-11364,Escherichia coli,1200,1014_01,Y,1014,1,"c(-95.6433, 29.7694)",USGS-08072600,419
2017-10-18,TCEQMAIN-15831,Escherichia coli,130,1017_02,Y,1017,1,"c(-95.4608, 29.8466)",NA,NA
2015-10-14,TCEQMAIN-12899,Escherichia coli,59,1911_08,Y,1911,1,"c(-98.4636, 29.3463)",USGS-08178565,8.81
2016-09-19,TCEQMAIN-13270,Escherichia coli,300,2313_01,Y,2313,0,"c(-100.8892, 29.3308)",NA,NA
2017-08-02,TCEQMAIN-11138,Escherichia coli,13000,1007B_01,Y,1007B,1,"c(-95.3819, 29.7131)",USGS-08075000,1250
2016-08-01,TCEQMAIN-14232,Escherichia coli,23,1416A_02,N,1416A,0,"c(-99.3165, 31.1175)",NA,NA
2017-02-06,TCEQMAIN-20777,Escherichia coli,170,1902_01,Y,1902,0,"c(-97.8837, 28.9902)",NA,NA
2016-08-31,TCEQMAIN-17482,Escherichia coli,860,1014E_01,Y,1014E,1,"c(-95.6446, 29.866)",USGS-08072760,12.5
2018-11-20,TCEQMAIN-21125,Escherichia coli,19,1905_02,N,1905,0,"c(-99.2486, 29.7939)",USGS-0817887350,141
2014-05-07,TCEQMAIN-12592,Escherichia coli,10,1803_03,N,1803,0,"c(-97.3176, 29.1471)",NA,NA
2017-07-12,TCEQMAIN-11238,Escherichia coli,130,1003_02,Y,1003,1,"c(-95.1039, 30.3367)",USGS-08070000,157
2014-10-02,TCEQMAIN-12044,Escherichia coli,10,1257_01,N,1257,0,"c(-97.2973, 31.8122)",USGS-08093100,276
2014-10-21,TCEQMAIN-11362,Escherichia coli,190,1014_01,Y,1014,1,"c(-95.6056, 29.7618)",USGS-08073500,53.8
2018-02-06,TCEQMAIN-20650,Escherichia coli,5,2304_04,N,2304,0,"c(-99.5322, 27.5848)",NA,NA
2012-04-04,TCEQMAIN-17406,Escherichia coli,430,1810_03,Y,1810,0,"c(-97.7982, 29.9603)",NA,NA
2014-09-24,TCEQMAIN-11850,Escherichia coli,270,1202_05,N,1202,0,"c(-96.1871, 30.1289)",USGS-08111500,1850
2014-06-11,TCEQMAIN-17257,Escherichia coli,410,1428C_01,Y,1428C,1,"c(-97.5402, 30.2541)",NA,NA
2017-03-21,TCEQMAIN-12083,Escherichia coli,100,1245_02,N,1245,1,"c(-95.6339, 29.6206)",NA,NA
2012-08-22,TCEQMAIN-11848,Escherichia coli,1,1202_03,N,1202,0,"c(-96.0218, 29.6718)",NA,NA
2014-07-02,TCEQMAIN-15847,Escherichia coli,360,1014K_01,Y,1014K,1,"c(-95.618, 29.7772)",USGS-08073500,128
2013-10-13,TCEQMAIN-17066,Escherichia coli,2900,1911_08,Y,1911,1,"c(-98.4895, 29.3799)",NA,NA
2012-11-15,TCEQMAIN-20722,Escherichia coli,41,1302D_01,Y,1302D,0,"c(-96.0104, 29.3406)",NA,NA
2015-04-07,TCEQMAIN-11124,Escherichia coli,1600,1016C_01,Y,1016C,1,"c(-95.3472, 29.9169)",NA,NA
2012-07-31,TCEQMAIN-13272,Escherichia coli,160,2314_01,Y,2314,0,"c(-106.5403, 31.8028)",NA,NA
2018-06-13,TCEQMAIN-12355,Escherichia coli,10,1409_02,N,1409,0,"c(-98.5645, 31.2185)",USGS-08147000,49.1
2016-03-23,TCEQMAIN-11238,Escherichia coli,130,1003_02,Y,1003,1,"c(-95.1039, 30.3367)",USGS-08070000,114
2012-07-19,TCEQMAIN-12794,Escherichia coli,410,1901_04,Y,1901,1,"c(-97.7371, 28.8487)",USGS-08188060,243
2018-01-23,TCEQMAIN-12640,Escherichia coli,47,1810_01,Y,1810,0,"c(-97.6019, 29.6573)",NA,NA
2013-08-14,TCEQMAIN-17496,Escherichia coli,300,1009C_01,Y,1009C,1,"c(-95.5923, 29.9894)",NA,NA
2015-09-14,TCEQMAIN-14908,Escherichia coli,47,1226C_01,N,1226C,0,"c(-97.6116, 31.8117)",NA,NA
2016-09-28,TCEQMAIN-16353,Escherichia coli,82,1202J_01,Y,1202J,0,"c(-95.62, 29.3978)",NA,NA
2012-06-04,TCEQMAIN-16659,Escherichia coli,340,1007H_01,Y,1007H,1,"c(-95.2656, 29.6959)",NA,NA
2017-08-16,TCEQMAIN-12658,Escherichia coli,49,1812_02,N,1812,0,"c(-98.1601, 29.7793)",NA,NA
2017-10-16,TCEQMAIN-21261,Escherichia coli,260,1804A_01,Y,1804A,0,"c(-97.935, 29.5909)",USGS-08169780,NA
2014-09-02,TCEQMAIN-12658,Escherichia coli,55,1812_02,N,1812,0,"c(-98.1601, 29.7793)",NA,NA
2015-04-08,TCEQMAIN-12897,Escherichia coli,29,1911_07,N,1911,1,"c(-98.4489, 29.3195)",USGS-08178565,12.1
2017-09-11,TCEQMAIN-18782,Escherichia coli,34,1217B_02,N,1217B,0,"c(-98.1852, 31.0504)",NA,NA
2012-08-13,TCEQMAIN-20702,Escherichia coli,160,0101_03,N,0101,0,"c(-101.3197, 35.7619)",NA,NA
2012-05-23,TCEQMAIN-11848,Escherichia coli,140,1202_03,N,1202,0,"c(-96.0218, 29.6718)",NA,NA
2014-09-30,TCEQMAIN-12894,Escherichia coli,440,1911_06,N,1911,1,"c(-98.4321, 29.275)",NA,NA
2015-06-17,TCEQMAIN-10198,Escherichia coli,130,0303B_01,Y,0303B,0,"c(-94.7421, 33.2754)",NA,NA
2012-04-02,TCEQMAIN-10016,Escherichia coli,330,0101A_01,N,0101A,0,"c(-101.3427, 35.7422)",NA,NA
2015-04-13,TCEQMAIN-15829,Escherichia coli,6000,1017_03,Y,1017,1,"c(-95.4531, 29.8323)",NA,NA
2017-01-03,TCEQMAIN-16243,Escherichia coli,28,1806_06,N,1806,1,"c(-99.1416, 30.0448)",USGS-08166200,75.2
2015-06-09,TCEQMAIN-15036,Escherichia coli,140,0202A_03,Y,0202A,0,"c(-96.3872, 33.5222)",NA,NA
2013-03-26,TCEQMAIN-10969,Escherichia coli,200,0810_01,Y,0810,0,"c(-97.5584, 33.0857)",USGS-08044500,98.8
2013-11-04,TCEQMAIN-12570,Escherichia coli,770,1811A_01,Y,1811A,0,"c(-98.1294, 29.703)",USGS-08168797,1.17
2014-01-21,TCEQMAIN-16479,Escherichia coli,600,1007_04,N,1007,0,"c(-95.3168, 29.7097)",NA,NA
2012-11-21,TCEQMAIN-11334,Escherichia coli,460,1010_04,Y,1010,1,"c(-95.1921, 30.1488)",NA,NA
2017-11-29,TCEQMAIN-21008,Escherichia coli,3100,1006_03,N,1006,0,"c(-95.2128, 29.8053)",NA,NA
2012-01-03,TCEQMAIN-11864,Escherichia coli,6,1206_03,N,1206,0,"c(-98.3023, 32.8632)",USGS-08089000,18.8
2014-12-10,TCEQMAIN-10399,Escherichia coli,16,0503_03,N,0503,0,"c(-93.519, 31.0644)",USGS-08026000,282
2014-05-13,TCEQMAIN-10685,Escherichia coli,2,0704_01,N,0704,0,"c(-94.1097, 29.9289)",NA,NA
2013-09-24,TCEQMAIN-15767,Escherichia coli,190,1242_02,N,1242,0,"c(-96.5442, 30.6278)",USGS-08108700,1780
2015-09-29,TCEQMAIN-12185,Escherichia coli,110,1427A_01,N,1427A,0,"c(-97.7953, 30.1534)",NA,NA
2015-03-19,TCEQMAIN-17547,Escherichia coli,440,1221C_01,N,1221C,0,"c(-98.0563, 31.7103)",NA,NA
2013-07-10,TCEQMAIN-18828,Escherichia coli,2900,1218_02,Y,1218,0,"c(-97.7022, 31.1081)",NA,NA
2014-10-06,TCEQMAIN-12626,Escherichia coli,170,1808_03,N,1808,0,"c(-97.6509, 29.6661)",USGS-08172000,108
2012-08-15,TCEQMAIN-15877,Escherichia coli,6300,1007D_03,Y,1007D,1,"c(-95.3367, 29.6453)",NA,NA
2017-04-10,TCEQMAIN-17226,Escherichia coli,37,1255_02,Y,1255,0,"c(-98.2039, 32.235)",NA,NA
2013-08-13,TCEQMAIN-11132,Escherichia coli,2300,1007_02,N,1007,0,"c(-95.289, 29.6739)",USGS-08075500,NA
2014-12-16,TCEQMAIN-11724,Escherichia coli,2400,1217A_01,N,1217A,0,"c(-97.9267, 30.9854)",NA,NA
2015-11-25,TCEQMAIN-12904,Escherichia coli,370,1911_09,Y,1911,1,"c(-98.4953, 29.4103)",USGS-08178000,26.8
2016-12-01,TCEQMAIN-15817,Escherichia coli,330,2304_01,Y,2304,0,"c(-99.4536, 27.265)",NA,NA
2018-03-05,TCEQMAIN-10635,Escherichia coli,250,0611_04,Y,0611,0,"c(-94.8727, 31.9823)",NA,NA
2018-04-05,TCEQMAIN-16651,Escherichia coli,12000,1007K_01,Y,1007K,1,"c(-95.3149, 29.7356)",NA,NA
2016-05-19,TCEQMAIN-20466,Escherichia coli,150,1002A_01,N,1002A,0,"c(-95.0439, 30.3215)",NA,NA
2015-04-16,TCEQMAIN-15869,Escherichia coli,4400,1007R_01,Y,1007R,1,"c(-95.3338, 29.8003)",USGS-08075763,20.4
2015-11-04,TCEQMAIN-17954,Escherichia coli,410,0409B_01,Y,0409B,0,"c(-95.0254, 32.8965)",NA,NA
2012-01-24,TCEQMAIN-11330,Escherichia coli,120,1009_03,Y,1009,1,"c(-95.5121, 30.0067)",USGS-08068900,NA
2013-06-25,TCEQMAIN-16998,Escherichia coli,4,0802_05,N,0802,0,"c(-95.0108, 30.6256)",NA,NA
2018-03-21,TCEQMAIN-17368,Escherichia coli,52,0806_01,N,0806,0,"c(-97.3118, 32.7629)",NA,NA
2016-06-01,TCEQMAIN-14211,Escherichia coli,55000,1902_02,Y,1902,0,"c(-97.919, 29.017)",USGS-08186000,2390
2018-11-27,TCEQMAIN-11135,Escherichia coli,140,1007D_01,Y,1007D,1,"c(-95.446, 29.6188)",USGS-08075400,8.34
2018-04-24,TCEQMAIN-11132,Escherichia coli,110,1007_02,N,1007,0,"c(-95.289, 29.6739)",USGS-08075500,NA
2015-01-21,TCEQMAIN-11251,Escherichia coli,99,1004_02,Y,1004,1,"c(-95.5426, 30.3421)",USGS-08067650,NA
2013-10-01,TCEQMAIN-16654,Escherichia coli,540,1007L_01,Y,1007L,1,"c(-95.5058, 29.671)",USGS-08074810,105
2012-02-22,TCEQMAIN-12879,Escherichia coli,590,1911_01,N,1911,1,"c(-98.0644, 28.9515)",USGS-08183500,477
2012-03-20,TCEQMAIN-10854,Escherichia coli,13000,0809B_01,Y,0809B,0,"c(-97.538, 32.8871)",NA,NA
2013-02-07,TCEQMAIN-11389,Escherichia coli,4600,1017_04,Y,1017,1,"c(-95.4092, 29.7796)",USGS-08074500,103
2014-08-06,TCEQMAIN-15770,Escherichia coli,106,1217_04,N,1217,0,"c(-98.1798, 31.3758)",NA,NA
2017-07-19,TCEQMAIN-11124,Escherichia coli,990,1016C_01,Y,1016C,1,"c(-95.3472, 29.9169)",NA,NA
2015-06-10,TCEQMAIN-11905,Escherichia coli,140,1218_02,Y,1218,0,"c(-97.5275, 31.0767)",NA,NA
2016-07-26,TCEQMAIN-13202,Escherichia coli,17,2304_04,N,2304,0,"c(-99.5239, 27.5231)",NA,NA
2015-04-20,TCEQMAIN-10969,Escherichia coli,1900,0810_01,Y,0810,0,"c(-97.5584, 33.0857)",USGS-08044500,31.5
2017-06-21,TCEQMAIN-21008,Escherichia coli,73,1006_03,N,1006,0,"c(-95.2128, 29.8053)",NA,NA
2012-11-07,TCEQMAIN-12674,Escherichia coli,980,1815_01,N,1815,0,"c(-98.0975, 29.9969)",USGS-08171000,23.1
2014-01-14,TCEQMAIN-13033,Escherichia coli,1400,2492A_01,Y,2492A,0,"c(-97.8325, 27.5377)",NA,NA
2015-02-02,TCEQMAIN-15082,Escherichia coli,160,1811_02,N,1811,0,"c(-98.1339, 29.7097)",USGS-08168913,56
2016-08-02,TCEQMAIN-12674,Escherichia coli,480,1815_01,N,1815,0,"c(-98.0975, 29.9969)",USGS-08171000,99.6
2014-08-06,TCEQMAIN-15110,Escherichia coli,1,1804_01,N,1804,0,"c(-97.4919, 29.4684)",NA,NA
2012-06-18,TCEQMAIN-10484,Escherichia coli,88,0603A_01,Y,0603A,0,"c(-94.1246, 30.8478)",NA,NA
2015-11-18,TCEQMAIN-21008,Escherichia coli,41000,1006_03,N,1006,0,"c(-95.2128, 29.8053)",NA,NA
2017-06-13,TCEQMAIN-11908,Escherichia coli,580,1218_02,Y,1218,0,"c(-97.5933, 31.0647)",NA,NA
2015-07-15,TCEQMAIN-11361,Escherichia coli,530,1014_01,Y,1014,1,"c(-95.5759, 29.7659)",USGS-08073500,63.1
2017-01-26,TCEQMAIN-11888,Escherichia coli,340,1213_01,N,1213,0,"c(-96.9473, 30.8358)",USGS-08106500,3280
2017-11-13,TCEQMAIN-13690,Escherichia coli,210,0804_01,N,0804,0,"c(-95.6561, 31.3383)",USGS-08065350,2070
2017-07-19,TCEQMAIN-12525,Escherichia coli,96,1602_02,Y,1602,1,"c(-96.8748, 29.1567)",NA,NA
2014-03-04,TCEQMAIN-12605,Escherichia coli,33,1806_02,N,1806,1,"c(-98.926, 29.9492)",NA,NA
2017-06-14,TCEQMAIN-11805,Escherichia coli,26,1220A_02,N,1220A,0,"c(-97.8837, 31.2856)",USGS-08101000,52.5
2018-11-08,TCEQMAIN-16667,Escherichia coli,600,1006D_01,Y,1006D,1,"c(-95.2705, 29.8416)",NA,NA
2014-04-23,TCEQMAIN-14211,Escherichia coli,160,1902_02,Y,1902,0,"c(-97.919, 29.017)",USGS-08186000,25.1
2018-08-02,TCEQMAIN-11864,Escherichia coli,5,1206_03,N,1206,0,"c(-98.3023, 32.8632)",USGS-08089000,223
2018-12-13,TCEQMAIN-12805,Escherichia coli,520,1902_04,N,1902,0,"c(-98.0533, 29.2798)",USGS-08185500,68
2016-04-13,TCEQMAIN-21016,Escherichia coli,190,1217G_01,N,1217G,0,"c(-97.8887, 31.0063)",NA,NA
2012-05-08,TCEQMAIN-13543,Escherichia coli,20,1206_01,N,1206,0,"c(-97.9257, 32.6158)",USGS-08090800,69.6
2012-11-05,TCEQMAIN-15877,Escherichia coli,920,1007D_03,Y,1007D,1,"c(-95.3367, 29.6453)",NA,NA
2013-10-02,TCEQMAIN-11125,Escherichia coli,670,1016A_03,Y,1016A,1,"c(-95.2341, 29.9339)",USGS-08076180,346
2013-03-19,TCEQMAIN-12616,Escherichia coli,41,1806_05,N,1806,1,"c(-99.1376, 30.0354)",NA,NA
2018-04-17,TCEQMAIN-11155,Escherichia coli,500,1017C_01,Y,1017C,1,"c(-95.4668, 29.8631)",NA,NA
2015-03-24,TCEQMAIN-12507,Escherichia coli,160,1431_01,N,1431,0,"c(-98.8773, 31.6423)",NA,NA
2012-10-15,TCEQMAIN-12590,Escherichia coli,520,1803_04,N,1803,0,"c(-97.1382, 28.8972)",NA,NA
2018-06-04,TCEQMAIN-11826,Escherichia coli,16,1226D_01,N,1226D,0,"c(-97.5353, 31.6935)",NA,NA
2015-02-02,TCEQMAIN-12570,Escherichia coli,480,1811A_01,Y,1811A,0,"c(-98.1294, 29.703)",USGS-08168797,0.11
2017-08-22,TCEQMAIN-11846,Escherichia coli,12,1202_02,N,1202,0,"c(-95.7575, 29.5822)",USGS-08114000,1650
2016-01-26,TCEQMAIN-17166,Escherichia coli,40,0822A_02,Y,0822A,1,"c(-96.9773, 32.8648)",NA,NA
2016-04-05,TCEQMAIN-11309,Escherichia coli,3900,1007B_01,Y,1007B,1,"c(-95.3566, 29.7097)",USGS-08075000,85.5
2016-04-18,TCEQMAIN-10969,Escherichia coli,20000,0810_01,Y,0810,0,"c(-97.5584, 33.0857)",USGS-08044500,3040
2013-04-02,TCEQMAIN-12715,Escherichia coli,77000,1911C_01,Y,1911C,1,"c(-98.5084, 29.4135)",NA,NA
2017-08-14,TCEQMAIN-15821,Escherichia coli,140,2313_01,Y,2313,0,"c(-100.8836, 29.3692)",NA,NA
2016-11-15,TCEQMAIN-20466,Escherichia coli,120,1002A_01,N,1002A,0,"c(-95.0439, 30.3215)",NA,NA
2017-08-09,TCEQMAIN-10668,Escherichia coli,1200,0701_01,N,0701,0,"c(-94.0504, 29.883)",NA,NA
